Mod:Item:MetaData, Localized Name, Unlocalized Name, Is Block?, Class Name
thermalfoundation:tool.axe_tin, Оловянный топор, item.thermalfoundation.tool.tinAxe, false, cofh.core.item.tool.ItemAxeCore
thermalfoundation:tool.hoe_tin, Оловянная мотыга, item.thermalfoundation.tool.tinHoe, false, cofh.core.item.tool.ItemHoeCore
thermalfoundation:tool.bow_tin, Оловянный укрепленный лук, item.thermalfoundation.tool.tinBow, false, cofh.core.item.tool.ItemBowCore
thermalfoundation:tool.fishing_rod_tin, Оловянная удочка, item.thermalfoundation.tool.tinFishingRod, false, cofh.core.item.tool.ItemFishingRodCore
thermalfoundation:tool.shears_tin, Оловянные ножницы, item.thermalfoundation.tool.tinShears, false, cofh.core.item.tool.ItemShearsCore
thermalfoundation:tool.sickle_tin, Оловянный серп, item.thermalfoundation.tool.tinSickle, false, cofh.core.item.tool.ItemSickleCore
thermalfoundation:tool.hammer_tin, Оловянный молот, item.thermalfoundation.tool.tinHammer, false, cofh.core.item.tool.ItemHammerCore
thermalfoundation:tool.excavator_tin, Оловянный заступ, item.thermalfoundation.tool.tinExcavator, false, cofh.core.item.tool.ItemExcavatorCore
thermalfoundation:tool.shield_tin, Оловянный щит, item.thermalfoundation.tool.tinShield, false, cofh.core.item.tool.ItemShieldCore
thermalfoundation:tool.sword_silver, Серебряный меч, item.thermalfoundation.tool.silverSword, false, cofh.core.item.tool.ItemSwordCore
thermalfoundation:tool.shovel_silver, Серебряная лопата, item.thermalfoundation.tool.silverShovel, false, cofh.core.item.tool.ItemShovelCore
thermalfoundation:tool.pickaxe_silver, Серебряная кирка, item.thermalfoundation.tool.silverPickaxe, false, cofh.core.item.tool.ItemPickaxeCore
thermalfoundation:tool.axe_silver, Серебряный топор, item.thermalfoundation.tool.silverAxe, false, cofh.core.item.tool.ItemAxeCore
thermalfoundation:tool.hoe_silver, Серебряная мотыга, item.thermalfoundation.tool.silverHoe, false, cofh.core.item.tool.ItemHoeCore
thermalfoundation:tool.bow_silver, Серебряный укрепленный лук, item.thermalfoundation.tool.silverBow, false, cofh.core.item.tool.ItemBowCore
thermalfoundation:tool.fishing_rod_silver, Серебряная удочка, item.thermalfoundation.tool.silverFishingRod, false, cofh.core.item.tool.ItemFishingRodCore
thermalfoundation:tool.shears_silver, Серебряные ножницы, item.thermalfoundation.tool.silverShears, false, cofh.core.item.tool.ItemShearsCore
thermalfoundation:tool.sickle_silver, Серебряный серп, item.thermalfoundation.tool.silverSickle, false, cofh.core.item.tool.ItemSickleCore
thermalfoundation:tool.hammer_silver, Серебряный молот, item.thermalfoundation.tool.silverHammer, false, cofh.core.item.tool.ItemHammerCore
thermalfoundation:tool.excavator_silver, Серебряный заступ, item.thermalfoundation.tool.silverExcavator, false, cofh.core.item.tool.ItemExcavatorCore
thermalfoundation:tool.shield_silver, Серебряный щит, item.thermalfoundation.tool.silverShield, false, cofh.core.item.tool.ItemShieldCore
thermalfoundation:tool.sword_lead, Свинцовый меч, item.thermalfoundation.tool.leadSword, false, cofh.core.item.tool.ItemSwordCore
thermalfoundation:tool.shovel_lead, Свинцовая лопата, item.thermalfoundation.tool.leadShovel, false, cofh.core.item.tool.ItemShovelCore
thermalfoundation:tool.pickaxe_lead, Свинцовая кирка, item.thermalfoundation.tool.leadPickaxe, false, cofh.core.item.tool.ItemPickaxeCore
thermalfoundation:tool.axe_lead, Свинцовый топор, item.thermalfoundation.tool.leadAxe, false, cofh.core.item.tool.ItemAxeCore
thermalfoundation:tool.hoe_lead, Свинцовая мотыга, item.thermalfoundation.tool.leadHoe, false, cofh.core.item.tool.ItemHoeCore
thermalfoundation:tool.bow_lead, Свинцовый укрепленный лук, item.thermalfoundation.tool.leadBow, false, cofh.core.item.tool.ItemBowCore
thermalfoundation:tool.fishing_rod_lead, Свинцовая удочка, item.thermalfoundation.tool.leadFishingRod, false, cofh.core.item.tool.ItemFishingRodCore
thermalfoundation:tool.shears_lead, Свинцовые ножницы, item.thermalfoundation.tool.leadShears, false, cofh.core.item.tool.ItemShearsCore
thermalfoundation:tool.sickle_lead, Свинцовый серп, item.thermalfoundation.tool.leadSickle, false, cofh.core.item.tool.ItemSickleCore
thermalfoundation:tool.hammer_lead, Свинцовый молот, item.thermalfoundation.tool.leadHammer, false, cofh.core.item.tool.ItemHammerCore
thermalfoundation:tool.excavator_lead, Свинцовый заступ, item.thermalfoundation.tool.leadExcavator, false, cofh.core.item.tool.ItemExcavatorCore
thermalfoundation:tool.shield_lead, Свинцовый щит, item.thermalfoundation.tool.leadShield, false, cofh.core.item.tool.ItemShieldCore
thermalfoundation:tool.sword_aluminum, Алюминиевый меч, item.thermalfoundation.tool.aluminumSword, false, cofh.core.item.tool.ItemSwordCore
thermalfoundation:tool.shovel_aluminum, Алюминиевая лопата, item.thermalfoundation.tool.aluminumShovel, false, cofh.core.item.tool.ItemShovelCore
thermalfoundation:tool.pickaxe_aluminum, Алюминиевая кирка, item.thermalfoundation.tool.aluminumPickaxe, false, cofh.core.item.tool.ItemPickaxeCore
thermalfoundation:tool.axe_aluminum, Алюминиевый топор, item.thermalfoundation.tool.aluminumAxe, false, cofh.core.item.tool.ItemAxeCore
thermalfoundation:tool.hoe_aluminum, Алюминиевая мотыга, item.thermalfoundation.tool.aluminumHoe, false, cofh.core.item.tool.ItemHoeCore
thermalfoundation:tool.bow_aluminum, Алюминиевый укрепленный лук, item.thermalfoundation.tool.aluminumBow, false, cofh.core.item.tool.ItemBowCore
thermalfoundation:tool.fishing_rod_aluminum, Алюминиевая удочка, item.thermalfoundation.tool.aluminumFishingRod, false, cofh.core.item.tool.ItemFishingRodCore
thermalfoundation:tool.shears_aluminum, Алюминиевые ножницы, item.thermalfoundation.tool.aluminumShears, false, cofh.core.item.tool.ItemShearsCore
thermalfoundation:tool.sickle_aluminum, Алюминиевый серп, item.thermalfoundation.tool.aluminumSickle, false, cofh.core.item.tool.ItemSickleCore
thermalfoundation:tool.hammer_aluminum, Алюминиевый молот, item.thermalfoundation.tool.aluminumHammer, false, cofh.core.item.tool.ItemHammerCore
thermalfoundation:tool.excavator_aluminum, Алюминиевый заступ, item.thermalfoundation.tool.aluminumExcavator, false, cofh.core.item.tool.ItemExcavatorCore
thermalfoundation:tool.shield_aluminum, Алюминиевый щит, item.thermalfoundation.tool.aluminumShield, false, cofh.core.item.tool.ItemShieldCore
thermalfoundation:tool.sword_nickel, Никелевый меч, item.thermalfoundation.tool.nickelSword, false, cofh.core.item.tool.ItemSwordCore
thermalfoundation:tool.shovel_nickel, Никелевая лопата, item.thermalfoundation.tool.nickelShovel, false, cofh.core.item.tool.ItemShovelCore
thermalfoundation:tool.pickaxe_nickel, Никелевая кирка, item.thermalfoundation.tool.nickelPickaxe, false, cofh.core.item.tool.ItemPickaxeCore
thermalfoundation:tool.axe_nickel, Никелевый топор, item.thermalfoundation.tool.nickelAxe, false, cofh.core.item.tool.ItemAxeCore
thermalfoundation:tool.hoe_nickel, Никелевая мотыга, item.thermalfoundation.tool.nickelHoe, false, cofh.core.item.tool.ItemHoeCore
thermalfoundation:tool.bow_nickel, Никелевый укрепленный лук, item.thermalfoundation.tool.nickelBow, false, cofh.core.item.tool.ItemBowCore
thermalfoundation:tool.fishing_rod_nickel, Никелевая удочка, item.thermalfoundation.tool.nickelFishingRod, false, cofh.core.item.tool.ItemFishingRodCore
thermalfoundation:tool.shears_nickel, Никелевые ножницы, item.thermalfoundation.tool.nickelShears, false, cofh.core.item.tool.ItemShearsCore
thermalfoundation:tool.sickle_nickel, Никелевый серп, item.thermalfoundation.tool.nickelSickle, false, cofh.core.item.tool.ItemSickleCore
thermalfoundation:tool.hammer_nickel, Никелевый молот, item.thermalfoundation.tool.nickelHammer, false, cofh.core.item.tool.ItemHammerCore
thermalfoundation:tool.excavator_nickel, Никелевый заступ, item.thermalfoundation.tool.nickelExcavator, false, cofh.core.item.tool.ItemExcavatorCore
thermalfoundation:tool.shield_nickel, Никелевый щит, item.thermalfoundation.tool.nickelShield, false, cofh.core.item.tool.ItemShieldCore
thermalfoundation:tool.sword_platinum, Платиновый меч, item.thermalfoundation.tool.platinumSword, false, cofh.core.item.tool.ItemSwordCore
thermalfoundation:tool.shovel_platinum, Платиновая лопата, item.thermalfoundation.tool.platinumShovel, false, cofh.core.item.tool.ItemShovelCore
thermalfoundation:tool.pickaxe_platinum, Платиновая кирка, item.thermalfoundation.tool.platinumPickaxe, false, cofh.core.item.tool.ItemPickaxeCore
thermalfoundation:tool.axe_platinum, Платиновый топор, item.thermalfoundation.tool.platinumAxe, false, cofh.core.item.tool.ItemAxeCore
thermalfoundation:tool.hoe_platinum, Платиновая мотыга, item.thermalfoundation.tool.platinumHoe, false, cofh.core.item.tool.ItemHoeCore
thermalfoundation:tool.bow_platinum, Платиновый укрепленный лук, item.thermalfoundation.tool.platinumBow, false, cofh.core.item.tool.ItemBowCore
thermalfoundation:tool.fishing_rod_platinum, Платиновая удочка, item.thermalfoundation.tool.platinumFishingRod, false, cofh.core.item.tool.ItemFishingRodCore
thermalfoundation:tool.shears_platinum, Платиновые ножницы, item.thermalfoundation.tool.platinumShears, false, cofh.core.item.tool.ItemShearsCore
thermalfoundation:tool.sickle_platinum, Платиновый серп, item.thermalfoundation.tool.platinumSickle, false, cofh.core.item.tool.ItemSickleCore
thermalfoundation:tool.hammer_platinum, Платиновый молот, item.thermalfoundation.tool.platinumHammer, false, cofh.core.item.tool.ItemHammerCore
thermalfoundation:tool.excavator_platinum, Платиновый заступ, item.thermalfoundation.tool.platinumExcavator, false, cofh.core.item.tool.ItemExcavatorCore
thermalfoundation:tool.shield_platinum, Платиновый щит, item.thermalfoundation.tool.platinumShield, false, cofh.core.item.tool.ItemShieldCore
thermalfoundation:tool.sword_steel, Стальной меч, item.thermalfoundation.tool.steelSword, false, cofh.core.item.tool.ItemSwordCore
thermalfoundation:tool.shovel_steel, Стальная лопата, item.thermalfoundation.tool.steelShovel, false, cofh.core.item.tool.ItemShovelCore
thermalfoundation:tool.pickaxe_steel, Стальная кирка, item.thermalfoundation.tool.steelPickaxe, false, cofh.core.item.tool.ItemPickaxeCore
thermalfoundation:tool.axe_steel, Стальной топор, item.thermalfoundation.tool.steelAxe, false, cofh.core.item.tool.ItemAxeCore
thermalfoundation:tool.hoe_steel, Стальная мотыга, item.thermalfoundation.tool.steelHoe, false, cofh.core.item.tool.ItemHoeCore
thermalfoundation:tool.bow_steel, Стальной укрепленный лук, item.thermalfoundation.tool.steelBow, false, cofh.core.item.tool.ItemBowCore
thermalfoundation:tool.fishing_rod_steel, Стальная удочка, item.thermalfoundation.tool.steelFishingRod, false, cofh.core.item.tool.ItemFishingRodCore
thermalfoundation:tool.shears_steel, Стальные ножницы, item.thermalfoundation.tool.steelShears, false, cofh.core.item.tool.ItemShearsCore
thermalfoundation:tool.sickle_steel, Стальной серп, item.thermalfoundation.tool.steelSickle, false, cofh.core.item.tool.ItemSickleCore
thermalfoundation:tool.hammer_steel, Стальной молот, item.thermalfoundation.tool.steelHammer, false, cofh.core.item.tool.ItemHammerCore
thermalfoundation:tool.excavator_steel, Стальной заступ, item.thermalfoundation.tool.steelExcavator, false, cofh.core.item.tool.ItemExcavatorCore
thermalfoundation:tool.shield_steel, Стальной щит, item.thermalfoundation.tool.steelShield, false, cofh.core.item.tool.ItemShieldCore
thermalfoundation:tool.sword_electrum, Электрумовый меч, item.thermalfoundation.tool.electrumSword, false, cofh.core.item.tool.ItemSwordCore
thermalfoundation:tool.shovel_electrum, Электрумовая лопата, item.thermalfoundation.tool.electrumShovel, false, cofh.core.item.tool.ItemShovelCore
thermalfoundation:tool.pickaxe_electrum, Электрумовая кирка, item.thermalfoundation.tool.electrumPickaxe, false, cofh.core.item.tool.ItemPickaxeCore
thermalfoundation:tool.axe_electrum, Электрумовый топор, item.thermalfoundation.tool.electrumAxe, false, cofh.core.item.tool.ItemAxeCore
thermalfoundation:tool.hoe_electrum, Электрумовая мотыга, item.thermalfoundation.tool.electrumHoe, false, cofh.core.item.tool.ItemHoeCore
thermalfoundation:tool.bow_electrum, Электрумовый укрепленный лук, item.thermalfoundation.tool.electrumBow, false, cofh.core.item.tool.ItemBowCore
thermalfoundation:tool.fishing_rod_electrum, Электрумовая удочка, item.thermalfoundation.tool.electrumFishingRod, false, cofh.core.item.tool.ItemFishingRodCore
thermalfoundation:tool.shears_electrum, Электрумовые ножницы, item.thermalfoundation.tool.electrumShears, false, cofh.core.item.tool.ItemShearsCore
thermalfoundation:tool.sickle_electrum, Электрумовый серп, item.thermalfoundation.tool.electrumSickle, false, cofh.core.item.tool.ItemSickleCore
thermalfoundation:tool.hammer_electrum, Электрумовый молот, item.thermalfoundation.tool.electrumHammer, false, cofh.core.item.tool.ItemHammerCore
thermalfoundation:tool.excavator_electrum, Электрумовый заступ, item.thermalfoundation.tool.electrumExcavator, false, cofh.core.item.tool.ItemExcavatorCore
thermalfoundation:tool.shield_electrum, Электрумовый щит, item.thermalfoundation.tool.electrumShield, false, cofh.core.item.tool.ItemShieldCore
thermalfoundation:tool.sword_invar, Инваровый меч, item.thermalfoundation.tool.invarSword, false, cofh.core.item.tool.ItemSwordCore
thermalfoundation:tool.shovel_invar, Инваровая лопата, item.thermalfoundation.tool.invarShovel, false, cofh.core.item.tool.ItemShovelCore
thermalfoundation:tool.pickaxe_invar, Инваровая кирка, item.thermalfoundation.tool.invarPickaxe, false, cofh.core.item.tool.ItemPickaxeCore
thermalfoundation:tool.axe_invar, Инваровый топор, item.thermalfoundation.tool.invarAxe, false, cofh.core.item.tool.ItemAxeCore
thermalfoundation:tool.hoe_invar, Инваровая мотыга, item.thermalfoundation.tool.invarHoe, false, cofh.core.item.tool.ItemHoeCore
thermalfoundation:tool.bow_invar, Инваровый укрепленный лук, item.thermalfoundation.tool.invarBow, false, cofh.core.item.tool.ItemBowCore
thermalfoundation:tool.fishing_rod_invar, Инваровая удочка, item.thermalfoundation.tool.invarFishingRod, false, cofh.core.item.tool.ItemFishingRodCore
thermalfoundation:tool.shears_invar, Инваровые ножницы, item.thermalfoundation.tool.invarShears, false, cofh.core.item.tool.ItemShearsCore
thermalfoundation:tool.sickle_invar, Инваровый серп, item.thermalfoundation.tool.invarSickle, false, cofh.core.item.tool.ItemSickleCore
thermalfoundation:tool.hammer_invar, Инваровый молот, item.thermalfoundation.tool.invarHammer, false, cofh.core.item.tool.ItemHammerCore
thermalfoundation:tool.excavator_invar, Инваровый заступ, item.thermalfoundation.tool.invarExcavator, false, cofh.core.item.tool.ItemExcavatorCore
thermalfoundation:tool.shield_invar, Инваровый щит, item.thermalfoundation.tool.invarShield, false, cofh.core.item.tool.ItemShieldCore
thermalfoundation:tool.sword_bronze, Бронзовый меч, item.thermalfoundation.tool.bronzeSword, false, cofh.core.item.tool.ItemSwordCore
thermalfoundation:tool.shovel_bronze, Бронзовая лопата, item.thermalfoundation.tool.bronzeShovel, false, cofh.core.item.tool.ItemShovelCore
thermalfoundation:tool.pickaxe_bronze, Бронзовая кирка, item.thermalfoundation.tool.bronzePickaxe, false, cofh.core.item.tool.ItemPickaxeCore
thermalfoundation:tool.axe_bronze, Бронзовый топор, item.thermalfoundation.tool.bronzeAxe, false, cofh.core.item.tool.ItemAxeCore
thermalfoundation:tool.hoe_bronze, Бронзовая мотыга, item.thermalfoundation.tool.bronzeHoe, false, cofh.core.item.tool.ItemHoeCore
thermalfoundation:tool.bow_bronze, Бронзовый укрепленный лук, item.thermalfoundation.tool.bronzeBow, false, cofh.core.item.tool.ItemBowCore
thermalfoundation:tool.fishing_rod_bronze, Бронзовая удочка, item.thermalfoundation.tool.bronzeFishingRod, false, cofh.core.item.tool.ItemFishingRodCore
thermalfoundation:tool.shears_bronze, Бронзовые ножницы, item.thermalfoundation.tool.bronzeShears, false, cofh.core.item.tool.ItemShearsCore
thermalfoundation:tool.sickle_bronze, Бронзовые серп, item.thermalfoundation.tool.bronzeSickle, false, cofh.core.item.tool.ItemSickleCore
thermalfoundation:tool.hammer_bronze, Бронзовый молот, item.thermalfoundation.tool.bronzeHammer, false, cofh.core.item.tool.ItemHammerCore
thermalfoundation:tool.excavator_bronze, Бронзовый заступ, item.thermalfoundation.tool.bronzeExcavator, false, cofh.core.item.tool.ItemExcavatorCore
thermalfoundation:tool.shield_bronze, Бронзовый щит, item.thermalfoundation.tool.bronzeShield, false, cofh.core.item.tool.ItemShieldCore
thermalfoundation:tool.sword_constantan, Константановый меч, item.thermalfoundation.tool.constantanSword, false, cofh.core.item.tool.ItemSwordCore
thermalfoundation:tool.shovel_constantan, Константановая лопата, item.thermalfoundation.tool.constantanShovel, false, cofh.core.item.tool.ItemShovelCore
thermalfoundation:tool.pickaxe_constantan, Константановая кирка, item.thermalfoundation.tool.constantanPickaxe, false, cofh.core.item.tool.ItemPickaxeCore
thermalfoundation:tool.axe_constantan, Константановый топор, item.thermalfoundation.tool.constantanAxe, false, cofh.core.item.tool.ItemAxeCore
thermalfoundation:tool.hoe_constantan, Константановая мотыга, item.thermalfoundation.tool.constantanHoe, false, cofh.core.item.tool.ItemHoeCore
thermalfoundation:tool.bow_constantan, Константановый укрепленный лук, item.thermalfoundation.tool.constantanBow, false, cofh.core.item.tool.ItemBowCore
thermalfoundation:tool.fishing_rod_constantan, Константановая удочка, item.thermalfoundation.tool.constantanFishingRod, false, cofh.core.item.tool.ItemFishingRodCore
thermalfoundation:tool.shears_constantan, Константановые ножницы, item.thermalfoundation.tool.constantanShears, false, cofh.core.item.tool.ItemShearsCore
thermalfoundation:tool.sickle_constantan, Константановый серп, item.thermalfoundation.tool.constantanSickle, false, cofh.core.item.tool.ItemSickleCore
thermalfoundation:tool.hammer_constantan, Константановый молот, item.thermalfoundation.tool.constantanHammer, false, cofh.core.item.tool.ItemHammerCore
thermalfoundation:tool.excavator_constantan, Константановый заступ, item.thermalfoundation.tool.constantanExcavator, false, cofh.core.item.tool.ItemExcavatorCore
thermalfoundation:tool.shield_constantan, Константановый щит, item.thermalfoundation.tool.constantanShield, false, cofh.core.item.tool.ItemShieldCore
thermalfoundation:tool.shears_wood, Деревянные ножницы, item.thermalfoundation.tool.woodShears, false, cofh.core.item.tool.ItemShearsCore
thermalfoundation:tool.sickle_wood, Деревянный серп, item.thermalfoundation.tool.woodSickle, false, cofh.core.item.tool.ItemSickleCore
thermalfoundation:tool.hammer_wood, Деревянный молот, item.thermalfoundation.tool.woodHammer, false, cofh.core.item.tool.ItemHammerCore
thermalfoundation:tool.excavator_wood, Деревянный заступ, item.thermalfoundation.tool.woodExcavator, false, cofh.core.item.tool.ItemExcavatorCore
thermalfoundation:tool.bow_stone, Каменный укрепленный лук, item.thermalfoundation.tool.stoneBow, false, cofh.core.item.tool.ItemBowCore
thermalfoundation:tool.fishing_rod_stone, Каменная удочка, item.thermalfoundation.tool.stoneFishingRod, false, cofh.core.item.tool.ItemFishingRodCore
thermalfoundation:tool.shears_stone, Каменные ножницы, item.thermalfoundation.tool.stoneShears, false, cofh.core.item.tool.ItemShearsCore
thermalfoundation:tool.sickle_stone, Каменный серп, item.thermalfoundation.tool.stoneSickle, false, cofh.core.item.tool.ItemSickleCore
thermalfoundation:tool.hammer_stone, Каменный молот, item.thermalfoundation.tool.stoneHammer, false, cofh.core.item.tool.ItemHammerCore
thermalfoundation:tool.excavator_stone, Каменный заступ, item.thermalfoundation.tool.stoneExcavator, false, cofh.core.item.tool.ItemExcavatorCore
thermalfoundation:tool.shield_stone, Каменный щит, item.thermalfoundation.tool.stoneShield, false, cofh.core.item.tool.ItemShieldCore
thermalfoundation:tool.bow_iron, Железный укрепленный лук, item.thermalfoundation.tool.ironBow, false, cofh.core.item.tool.ItemBowCore
thermalfoundation:tool.fishing_rod_iron, Железная удочка, item.thermalfoundation.tool.ironFishingRod, false, cofh.core.item.tool.ItemFishingRodCore
thermalfoundation:tool.sickle_iron, Железный серп, item.thermalfoundation.tool.ironSickle, false, cofh.core.item.tool.ItemSickleCore
thermalfoundation:tool.hammer_iron, Железный молот, item.thermalfoundation.tool.ironHammer, false, cofh.core.item.tool.ItemHammerCore
thermalfoundation:tool.excavator_iron, Железный заступ, item.thermalfoundation.tool.ironExcavator, false, cofh.core.item.tool.ItemExcavatorCore
thermalfoundation:tool.shield_iron, Железный щит, item.thermalfoundation.tool.ironShield, false, cofh.core.item.tool.ItemShieldCore
thermalfoundation:tool.bow_diamond, Алмазный укрепленный лук, item.thermalfoundation.tool.diamondBow, false, cofh.core.item.tool.ItemBowCore
thermalfoundation:tool.fishing_rod_diamond, Алмазная удочка, item.thermalfoundation.tool.diamondFishingRod, false, cofh.core.item.tool.ItemFishingRodCore
thermalfoundation:tool.shears_diamond, Алмазные ножницы, item.thermalfoundation.tool.diamondShears, false, cofh.core.item.tool.ItemShearsCore
thermalfoundation:tool.sickle_diamond, Алмазный серп, item.thermalfoundation.tool.diamondSickle, false, cofh.core.item.tool.ItemSickleCore
thermalfoundation:tool.hammer_diamond, Алмазный молот, item.thermalfoundation.tool.diamondHammer, false, cofh.core.item.tool.ItemHammerCore
thermalfoundation:tool.excavator_diamond, Алмазный заступ, item.thermalfoundation.tool.diamondExcavator, false, cofh.core.item.tool.ItemExcavatorCore
thermalfoundation:tool.shield_diamond, Алмазный щит, item.thermalfoundation.tool.diamondShield, false, cofh.core.item.tool.ItemShieldCore
thermalfoundation:tool.bow_gold, Золотой укрепленный лук, item.thermalfoundation.tool.goldBow, false, cofh.core.item.tool.ItemBowCore
thermalfoundation:tool.fishing_rod_gold, Золотая удочка, item.thermalfoundation.tool.goldFishingRod, false, cofh.core.item.tool.ItemFishingRodCore
thermalfoundation:tool.shears_gold, Золотые ножницы, item.thermalfoundation.tool.goldShears, false, cofh.core.item.tool.ItemShearsCore
thermalfoundation:tool.sickle_gold, Золотой серп, item.thermalfoundation.tool.goldSickle, false, cofh.core.item.tool.ItemSickleCore
thermalfoundation:tool.hammer_gold, Золотой молот, item.thermalfoundation.tool.goldHammer, false, cofh.core.item.tool.ItemHammerCore
thermalfoundation:tool.excavator_gold, Золотой заступ, item.thermalfoundation.tool.goldExcavator, false, cofh.core.item.tool.ItemExcavatorCore
thermalfoundation:tool.shield_gold, Золотой щит, item.thermalfoundation.tool.goldShield, false, cofh.core.item.tool.ItemShieldCore
thermalfoundation:horse_armor_copper, Медная конская броня, item.thermalfoundation.horseArmor.copper, false, cofh.core.item.tool.ItemHorseArmorCore
thermalfoundation:horse_armor_tin, Оловянная конская броня, item.thermalfoundation.horseArmor.tin, false, cofh.core.item.tool.ItemHorseArmorCore
thermalfoundation:horse_armor_silver, Серебряная конская броня, item.thermalfoundation.horseArmor.silver, false, cofh.core.item.tool.ItemHorseArmorCore
thermalfoundation:horse_armor_lead, Свинцовая конская броня, item.thermalfoundation.horseArmor.lead, false, cofh.core.item.tool.ItemHorseArmorCore
thermalfoundation:horse_armor_aluminum, Алюминиевая конская броня, item.thermalfoundation.horseArmor.aluminum, false, cofh.core.item.tool.ItemHorseArmorCore
thermalfoundation:horse_armor_nickel, Никелевая конская броня, item.thermalfoundation.horseArmor.nickel, false, cofh.core.item.tool.ItemHorseArmorCore
thermalfoundation:horse_armor_platinum, Платиновая конская броня, item.thermalfoundation.horseArmor.platinum, false, cofh.core.item.tool.ItemHorseArmorCore
thermalfoundation:horse_armor_steel, Стальная конская броня, item.thermalfoundation.horseArmor.steel, false, cofh.core.item.tool.ItemHorseArmorCore
thermalfoundation:horse_armor_electrum, Электрумовая конская броня, item.thermalfoundation.horseArmor.electrum, false, cofh.core.item.tool.ItemHorseArmorCore
thermalfoundation:horse_armor_invar, Инваровая конская броня, item.thermalfoundation.horseArmor.invar, false, cofh.core.item.tool.ItemHorseArmorCore
thermalfoundation:horse_armor_bronze, Бронзовая конская броня, item.thermalfoundation.horseArmor.bronze, false, cofh.core.item.tool.ItemHorseArmorCore
thermalfoundation:horse_armor_constantan, Константановая конская броня, item.thermalfoundation.horseArmor.constantan, false, cofh.core.item.tool.ItemHorseArmorCore
thermalfoundation:fluid_crude_oil, Сырая нефть, tile.thermalfoundation.fluid.crude_oil, true, net.minecraft.item.ItemBlock
thermalfoundation:fluid_redstone, Дестабилизированный красный камень, tile.thermalfoundation.fluid.redstone, true, net.minecraft.item.ItemBlock
thermalfoundation:fluid_glowstone, Заряженный светящийся камень, tile.thermalfoundation.fluid.glowstone, true, net.minecraft.item.ItemBlock
thermalfoundation:fluid_ender, Резонирующий эндериум, tile.thermalfoundation.fluid.ender, true, net.minecraft.item.ItemBlock
thermalfoundation:fluid_pyrotheum, Пылающий пиротеум, tile.thermalfoundation.fluid.pyrotheum, true, net.minecraft.item.ItemBlock
thermalfoundation:fluid_cryotheum, Ледяной криотеум, tile.thermalfoundation.fluid.cryotheum, true, net.minecraft.item.ItemBlock
thermalfoundation:fluid_aerotheum, Невесомый аэротеум, tile.thermalfoundation.fluid.aerotheum, true, net.minecraft.item.ItemBlock
thermalfoundation:fluid_petrotheum, Тектонический петротеум, tile.thermalfoundation.fluid.petrotheum, true, net.minecraft.item.ItemBlock
thermalfoundation:fluid_mana, Изначальная мана, tile.thermalfoundation.fluid.mana, true, net.minecraft.item.ItemBlock
opencomputers:adapter:0, Адаптер, tile.oc.adapter, true, net.minecraft.item.ItemStack
opencomputers:assembler:0, Сборщик, tile.oc.assembler, true, net.minecraft.item.ItemStack
opencomputers:cable:0, Кабель, tile.oc.cable, true, net.minecraft.item.ItemStack
opencomputers:capacitor:0, Конденсатор энергии, tile.oc.capacitor, true, net.minecraft.item.ItemStack
opencomputers:case1:0, Системный блок (1-ый уровень), tile.oc.case1, true, net.minecraft.item.ItemStack
opencomputers:case3:0, Системный блок (3-ий уровень), tile.oc.case3, true, net.minecraft.item.ItemStack
opencomputers:case2:0, Системный блок (2-ой уровень), tile.oc.case2, true, net.minecraft.item.ItemStack
opencomputers:chameliumblock:0, Блок хамелиума, tile.oc.chameliumblock, true, net.minecraft.item.ItemStack
opencomputers:charger:0, Зарядное устройство, tile.oc.charger, true, net.minecraft.item.ItemStack
opencomputers:disassembler:0, Разборщик, tile.oc.disassembler, true, net.minecraft.item.ItemStack
opencomputers:diskdrive:0, Дисковод, tile.oc.diskdrive, true, net.minecraft.item.ItemStack
opencomputers:geolyzer:0, Геоанализатор, tile.oc.geolyzer, true, net.minecraft.item.ItemStack
opencomputers:hologram1:0, Голографический проектор (1-ый уровень), tile.oc.hologram1, true, net.minecraft.item.ItemStack
opencomputers:hologram2:0, Голографический проектор (2-ой уровень), tile.oc.hologram2, true, net.minecraft.item.ItemStack
opencomputers:keyboard:0, Клавиатура, tile.oc.keyboard, true, net.minecraft.item.ItemStack
opencomputers:motionsensor:0, Датчик движения, tile.oc.motionsensor, true, net.minecraft.item.ItemStack
opencomputers:powerconverter:0, Преобразователь энергии, tile.oc.powerconverter, true, net.minecraft.item.ItemStack
opencomputers:powerdistributor:0, Распределитель энергии, tile.oc.powerdistributor, true, net.minecraft.item.ItemStack
opencomputers:printer:0, 3D принтер, tile.oc.printer, true, net.minecraft.item.ItemStack
opencomputers:raid:0, RAID, tile.oc.raid, true, net.minecraft.item.ItemStack
opencomputers:redstone:0, Красный контроллер, tile.oc.redstone, true, net.minecraft.item.ItemStack
opencomputers:relay:0, Ретранслятор, tile.oc.relay, true, net.minecraft.item.ItemStack
opencomputers:screen1:0, Монитор (1-ый уровень), tile.oc.screen1, true, net.minecraft.item.ItemStack
opencomputers:screen3:0, Монитор (3-ий уровень), tile.oc.screen3, true, net.minecraft.item.ItemStack
opencomputers:screen2:0, Монитор (2-ой уровень), tile.oc.screen2, true, net.minecraft.item.ItemStack
opencomputers:rack:0, Серверная стойка, tile.oc.rack, true, net.minecraft.item.ItemStack
